,Speaker,transcript_text,clean_transcript_text,date
104,MR KAMIN,MR KAMIN3 Thank you David I’ll be referring to the material titled “Material for Briefing on the International Outlook” Like the domestic outlook our forecast for the foreign economies shown in panel 1 is so little changed from December that it could be described in 140 characters or less But because you were obliged to leave your cell phones at the door before entering this room I will proceed with my usual lengthy and tedious oral presentation [Laughter]As in the previous forecast we estimate that foreign real gdp growth in the fourth quarter moderated from its unusually rapid third-quarter pace and we see it remaining near 2½ percent—roughly its potential rate—for the rest of the forecast period The outlook for the AFEs—the green line—is dragged down a bit by the effects of Brexit on the uk economy eme economic growth picks up as China’s gradual slowing is more than offset by recovery in South AmericaThe outlook for the dollar shown in panel 2 is also almost unchanged from December After appreciating some 20 percent since the middle of 2014 we have the broad real dollar rising only about 4 percent more over the next three years This rise mainly reflects the response of markets to increases in the federal funds rate that are faster than they currently expect Assuming that economic growth abroad holds up as projected we don’t anticipate much further loosening of foreign monetary policy and therefore we don’t see more upward pressure on the dollar from that quarter Putting this all together higher foreign growth and a flattening trajectory for the dollar translate into a diminishing drag of net exports on us real gdp growth as shown in panel 3Of course this outlook assumes that the foreign risks we spent so much time worrying about over the past year do not materialize Indeed as described in panel 4 we are much less worried than we were last year about defaults stemming from very low oil prices and problems associated with Brexit and with European banks seem less likely to roil global financial markets as well On the other hand China’s3 The materials used by Mr Kamin are appended to this transcript (appendix 3)economy and financial system remain quite vulnerable to adverse shocks and we’re still concerned that future increases in us interest rates may prove quite challenging for some emerging market economiesIn fact in a couple of EMEs financial markets have already come under considerable pressure although rising interest rates probably aren’t the most important factor In Turkey investors are concerned about severe political problems a weak economy and heavy dependence on foreign financing In Mexico as Simon has discussed financial markets are being roiled by worries about prospective changes to us trade policy including possible increases in tariffs or enactment of a border adjustment tax of which I’ll say more shortly As indicated in panels 5 and 6 Mexico is highly dependent on the us economy Exports to the United States exceed one-fourth of Mexican gdp Therefore a 20 percent tax on us imports for example could lower Mexican exports by something like 8 percent of gdp Even taking into account the fact that as much as one-third of these exports are composed of imported inputs the hit to the Mexican economy would be substantial Mexico’s corporations and banking system appear to be generally resilient but a recession combined with further substantial peso depreciation could lead to significant financial pressures In view of the uncertainties surrounding us trade policy we have not incorporated a Mexican recession and resulting financial turbulence into our baseline outlook but it’s a notable downside risk And although as indicated in panel 7 the United States is much less dependent on the Mexican market than vice versa Mexico is still our third-largest trading partner and a steep downturn there would create problems for the us economyIn the remainder of my briefing I would like to drill down a little deeper on one of the policy options I mentioned earlier: the border adjustment of corporate taxes In June of last year the House Republican leadership proposed a sweeping reform of the us corporate tax system which has received considerable attention in recent months The proposal is controversial and its prospects are uncertain Neverthelessbecause of its current prominence I thought it would be useful to review the proposed tax reform and the prospective consequences of those aspects of the proposal that have the greatest bearing on the us external sectorThe key elements of the proposed reform are shown in panel 8 of your exhibit Were it not for a significant measure in the proposal that I’ll get to in a moment the reform would essentially convert the current corporate income tax system into avalue-added tax All sales revenues would be taxed at a rate of 20 percent Purchases of domestically produced inputs could be deducted from taxable revenues As in VAT systems in other countries two so-called border adjustment provisions would apply: Corporations would not be able to deduct the cost of imported inputs from their taxable revenues and firms exporting abroad would in essence receive a rebate equal to the tax rate applied to their foreign salesHowever the House Republican proposal also allows firms to deduct their domestic wage payments from their taxable revenues This significant measure transforms a VAT-like system into something more like a tax on corporate profits orcash flow It also advantages domestic producers over importers as domestic producers will be able deduct wages from their taxable revenues but sales of imports will be taxed at their full value Finally with wage deductability exporters receive substantial tax advantages that should improve their competiveness in foreign markets All told the tax proposal provides the equivalent of a substantial tariff on imports and a subsidy on exportsBesides the border adjustment measures the House Republican proposal contains two other general provisions: It eliminates the deductibility of interest expenses and it allows for the immediate deductibility of all capital expenses For this briefing however I will set aside those essentially domestic provisions and focus on the consequences of the border adjustment measures You may have read articles by prominent fiscal economists arguing that the border adjustment tax will not affectUS trade economic activity or interest rates—it will merely rationalize the tax system and boost revenues Their rationale is that the dollar will strengthen by just enough to offset the effective rise in import tariffs and export subsidies implied by the new tax system so that imports will prove no costlier and exports no more profitable than they were before This argument however appears to be based on an unrealistic model of exchange rate determination in which the dollar automatically adjusts to keep the trade balance constant In the real world we would indeed expect the border adjustment of taxes to push the dollar upward but not necessarily by the exact amount required to offset that tax adjustment And at least partly for that reason we would also expect the border adjustment tax to generate significant changes in trade economic activity and interest ratesTo flesh out this issue we traced through the effects of the border adjustment tax in our general equilibrium model We assume the border adjustment tax is imposed in isolation—that is we are not attempting to evaluate the effect of lowering the corporate tax from its current 35 percent level to 20 percent We are also setting aside the additional provisions for capital expenses and interest payments As shown by the solid blue lines in panels 9 through 15 imports—that’s panel 9—fall exports rise real gdp and inflation increase and the federal funds rate—panel 14—must be adjusted up accordingly In consequence the dollar appreciates as shown in panel 15 but by less than the extent of the border adjustment tax Most of the initial macroeconomic effects of that tax eventually are unwound but the process takes several years And in the meantime there are significant consequences for the economy and monetary policyEven if a border adjustment tax is not enacted tariff hikes may still be imposed on selected products or on imports from selected countries To provide some basis for comparison the red lines in these panels show the effects of a comparable hike in import tariffs alone With no subsidies going to exports in this experiment exports fall in response to the higher dollar and the uplift to real gdp and interest rates is smaller Note that neither of these simulations assume retaliatory action by our trading partners which would weigh heavily on economic activity and tradeAndreas will now continue our presentation,Thank you David I’ll be referring to the material titled “Material for Briefing on the International Outlook” Like the domestic outlook our forecast for the foreign economies shown in panel 1 is so little changed from December that it could be described in 140 characters or less But because you were obliged to leave your cell phones at the door before entering this room I will proceed with my usual lengthy and tedious oral presentation [Laughter]As in the previous forecast we estimate that foreign real gdp growth in the fourth quarter moderated from its unusually rapid third-quarter pace and we see it remaining near 2½ percent—roughly its potential rate—for the rest of the forecast period The outlook for the AFEs—the green line—is dragged down a bit by the effects of Brexit on the uk economy eme economic growth picks up as China’s gradual slowing is more than offset by recovery in South AmericaThe outlook for the dollar shown in panel 2 is also almost unchanged from December After appreciating some 20 percent since the middle of 2014 we have the broad real dollar rising only about 4 percent more over the next three years This rise mainly reflects the response of markets to increases in the federal funds rate that are faster than they currently expect Assuming that economic growth abroad holds up as projected we don’t anticipate much further loosening of foreign monetary policy and therefore we don’t see more upward pressure on the dollar from that quarter Putting this all together higher foreign growth and a flattening trajectory for the dollar translate into a diminishing drag of net exports on us real gdp growth as shown in panel 3Of course this outlook assumes that the foreign risks we spent so much time worrying about over the past year do not materialize Indeed as described in panel 4 we are much less worried than we were last year about defaults stemming from very low oil prices and problems associated with Brexit and with European banks seem less likely to roil global financial markets as well On the other hand China’s3 The materials used by Mr Kamin are appended to this transcript (appendix 3)economy and financial system remain quite vulnerable to adverse shocks and we’re still concerned that future increases in us interest rates may prove quite challenging for some emerging market economiesIn fact in a couple of EMEs financial markets have already come under considerable pressure although rising interest rates probably aren’t the most important factor In Turkey investors are concerned about severe political problems a weak economy and heavy dependence on foreign financing In Mexico as Simon has discussed financial markets are being roiled by worries about prospective changes to us trade policy including possible increases in tariffs or enactment of a border adjustment tax of which I’ll say more shortly As indicated in panels 5 and 6 Mexico is highly dependent on the us economy Exports to the United States exceed one-fourth of Mexican gdp Therefore a 20 percent tax on us imports for example could lower Mexican exports by something like 8 percent of gdp Even taking into account the fact that as much as one-third of these exports are composed of imported inputs the hit to the Mexican economy would be substantial Mexico’s corporations and banking system appear to be generally resilient but a recession combined with further substantial peso depreciation could lead to significant financial pressures In view of the uncertainties surrounding us trade policy we have not incorporated a Mexican recession and resulting financial turbulence into our baseline outlook but it’s a notable downside risk And although as indicated in panel 7 the United States is much less dependent on the Mexican market than vice versa Mexico is still our third-largest trading partner and a steep downturn there would create problems for the us economyIn the remainder of my briefing I would like to drill down a little deeper on one of the policy options I mentioned earlier: the border adjustment of corporate taxes In June of last year the House Republican leadership proposed a sweeping reform of the us corporate tax system which has received considerable attention in recent months The proposal is controversial and its prospects are uncertain Neverthelessbecause of its current prominence I thought it would be useful to review the proposed tax reform and the prospective consequences of those aspects of the proposal that have the greatest bearing on the us external sectorThe key elements of the proposed reform are shown in panel 8 of your exhibit Were it not for a significant measure in the proposal that I’ll get to in a moment the reform would essentially convert the current corporate income tax system into avalue-added tax All sales revenues would be taxed at a rate of 20 percent Purchases of domestically produced inputs could be deducted from taxable revenues As in VAT systems in other countries two so-called border adjustment provisions would apply: Corporations would not be able to deduct the cost of imported inputs from their taxable revenues and firms exporting abroad would in essence receive a rebate equal to the tax rate applied to their foreign salesHowever the House Republican proposal also allows firms to deduct their domestic wage payments from their taxable revenues This significant measure transforms a VAT-like system into something more like a tax on corporate profits orcash flow It also advantages domestic producers over importers as domestic producers will be able deduct wages from their taxable revenues but sales of imports will be taxed at their full value Finally with wage deductability exporters receive substantial tax advantages that should improve their competiveness in foreign markets All told the tax proposal provides the equivalent of a substantial tariff on imports and a subsidy on exportsBesides the border adjustment measures the House Republican proposal contains two other general provisions: It eliminates the deductibility of interest expenses and it allows for the immediate deductibility of all capital expenses For this briefing however I will set aside those essentially domestic provisions and focus on the consequences of the border adjustment measures You may have read articles by prominent fiscal economists arguing that the border adjustment tax will not affectUS trade economic activity or interest rates—it will merely rationalize the tax system and boost revenues Their rationale is that the dollar will strengthen by just enough to offset the effective rise in import tariffs and export subsidies implied by the new tax system so that imports will prove no costlier and exports no more profitable than they were before This argument however appears to be based on an unrealistic model of exchange rate determination in which the dollar automatically adjusts to keep the trade balance constant In the real world we would indeed expect the border adjustment of taxes to push the dollar upward but not necessarily by the exact amount required to offset that tax adjustment And at least partly for that reason we would also expect the border adjustment tax to generate significant changes in trade economic activity and interest ratesTo flesh out this issue we traced through the effects of the border adjustment tax in our general equilibrium model We assume the border adjustment tax is imposed in isolation—that is we are not attempting to evaluate the effect of lowering the corporate tax from its current 35 percent level to 20 percent We are also setting aside the additional provisions for capital expenses and interest payments As shown by the solid blue lines in panels 9 through 15 imports—that’s panel 9—fall exports rise real gdp and inflation increase and the federal funds rate—panel 14—must be adjusted up accordingly In consequence the dollar appreciates as shown in panel 15 but by less than the extent of the border adjustment tax Most of the initial macroeconomic effects of that tax eventually are unwound but the process takes several years And in the meantime there are significant consequences for the economy and monetary policyEven if a border adjustment tax is not enacted tariff hikes may still be imposed on selected products or on imports from selected countries To provide some basis for comparison the red lines in these panels show the effects of a comparable hike in import tariffs alone With no subsidies going to exports in this experiment exports fall in response to the higher dollar and the uplift to real gdp and interest rates is smaller Note that neither of these simulations assume retaliatory action by our trading partners which would weigh heavily on economic activity and tradeAndreas will now continue our presentation,20170201
105,MR LEHNERT,MR LEHNERT4 Thanks Steve My materials are in the last of your package “Material for Briefing on Financial Stability Developments”My briefing is going to summarize our recent QS assessment of the stability of theUS financial system and unlike David and Steve I do have a few changes to report Our last assessment in fairness was three months ago in October 2016 and since then we’ve seen a step-up in valuation pressures for risky assets But money fund reform can be chalked up as a big step in the right direction although as I’ll describe later that story doesn’t seem quite over yet On balance our assessment is that vulnerabilities overall remain at a moderate levelI’ll start by reviewing asset valuations Following the election in November Treasury yields rose sharply Yields on corporate bonds also rose but not as much leaving spreads tighter As shown by the black line in the upper-left chart spreads on high-yield bonds have returned to their post-crisis lows In addition as shown by the red line far-forward spreads were part of the decline suggesting an increase in risk appetite although these far-term spreads remain above the low levels reached in 2013 and 2014Stock prices—not shown—also rose following the election And as shown to the right this rise was accompanied by a significant decline in equity market volatility implied by options prices Realized volatility has been low of late—as Simon noted a two-year low—but the low level of the VIX is a little hard to understand in light of the uncertainty regarding the anticipated tax and regulatory changes to which market participants attribute some of the run-up in equity valuesIn the middle of the exhibit I show valuation measures for both commercial and residential real estate To the left I show the spread between the ratio of a commercial property’s income to its price—known as a capitalization rate—and Treasury yields While the levels of cap rates—which aren’t shown—have been extremely low in recent years their spreads over yields on Treasury securities had been in a more normal range However the rise in Treasury yields combined with further declines in capitalization rates have pushed these spreads to post-crisis lows To the right I show a related valuation measure for residential properties—the price– rent ratio This ratio now stands just a little above our estimate of its long-run trend suggesting the emergence of some valuation pressureTaken together asset valuations across a number of sectors stand above their historical averages and with the recent narrowing of corporate spreads no major asset class appears to be at present without some signs of upward valuation pressures Accordingly we raised our judgmental assessment to “notable” from “moderate” I should emphasize that this configuration is neither unusual nor in itself cause for particular concern It does mean that we are focusing more on the leverage in the system both among financial intermediaries and the general nonfinancial sector The same risk appetite that’s fueling valuations now could4 The materials used by Mr Lehnert are appended to this transcript (appendix 4)eventually lead to increased leverage And leverage in turn could amplify falls in asset prices whether triggered from a reversal in risk sentiment or a shock to fundamentalsOur most recent readings on financial leverage however show that if anything it has declined As shown in the bottom left common equity ratios increased for allUS banks following the financial crisis and remain at these higher levels The largest of these banks saw a modest further increase in their capital ratios last year The panel to the right shows a market-based measure related to leverage—the largest banks’ price-to-book ratios These had been depressed raising concerns about the future ability of the sector to attract capital However because the stock price increases following the election were particularly pronounced among banks there has been a notable increase in price-to-book ratios I should also note that among unregulated entities such as hedge funds our best information also indicates that leverage isn’t increasingThe next exhibit considers nonfinancial-sector leverage Here leverage also appears to have ebbed somewhat As shown in the top-left panel the inflation- adjusted total stock of risky debt outstanding—defined as high-yield bonds plus leveraged loans—contracted on net in 2016 the first such decline since 2011Nonetheless the rapid pace of debt growth through 2015 has left the business sector particularly leveraged The panel to the right shows gross leverage among firms generally the black line and the 75th percentile of the distribution the red lineWhile leverage may have stopped increasing it stands at historically high levels suggesting that the sector is quite exposed to negative earnings shocksThe panel in the middle puts the stock of debt owed by businesses and households in a longer-run perspective by plotting the gap between the ratio of the stock of debt to gdp and an estimate of its trend The credit gap for businesses the red line is positive reinforcing the view that business debt is a bit on the high side By contrast the same measure for households the black line remains deeply negative as post- crisis households have continued to deleverage While estimating a trend in the ratio of household debt to gdp is fraught with obvious difficulties a number of plausible alternatives also suggest that household debt is not elevated On balance the aggregate credit-to-GDP ratio gap remains solidly negative suggesting that in the aggregate private nonfinancial debt is not yet excessiveThe last two panels discuss developments related to money market mutual funds Short-term funding markets functioned smoothly last year ahead of the mid-October reform implementation deadline The new regulations’ floating NAV feature has likely reduced the first-mover advantage inherent in these structures lowering their run risk In all roughly $1 trillion flowed out of prime funds and into government- only funds As a result we judge that the primary vulnerability associated with liquidity and maturity transformation—that of a self-fulfilling run—is lower than in the last assessment and now stands below its long-run averageThe table in the bottom left shows the composition of money funds’ assets in the first half of 2015 before preparations for the reforms by funds and investors began in earnest and at the end of 2016 following their implementation The sum of government prime and tax-exempt money funds outstanding—shown as the total in line 5—was essentially unchanged at about $3 trillion However the mix of assets these funds hold did change Line 1 shows that money funds’ direct holdings of Treasury and agency securities and overnight reverse repo with the Federal Reserve climbed about $850 billion to nearly $2 trillion although some of this increase reflects the year-end flows into the on facility that Simon and Lorie talked about earlier Lines 2 3 and 4 describe shifts in assets with counterparties other than the federal government—roughly speaking the funding of private entities like banks Line 2 shows funds’ holdings of negotiable CDs and commercial paper which fell from about $1 trillion to $300 billion Line 3 shows funds’ holdings of repurchase agreements with banks and other private entities much of which of course is collateralized by Treasury and agency securities These rose modestly Line 4 shows a residual category that includes a grab bag of securities including some issued by state and local governments These fell by about halfWhile the overall risk of a run—either on the funds or by the funds—may be lower now than in many years this good news comes with a couple of important caveats discussed to the right The outstanding amounts of commercial paper and CDs have fallen less than the big drops in funds’ holdings of such securities On the basis of available data and conversations with market participants we believe these instruments are currently being held in less fragile structures but the configuration of funding markets is likely still evolving The net effect of money market fund regulations on financial stability depends on whether alternative investment vehicles with structures and fragilities that echo those of money funds—and which we are less able to monitor—grow in popularity In addition financial institutions have replaced some funding lost by money funds with Federal Home Loan Bank or FHLB advances FHLBs themselves engage in some maturity transformation and their liabilities are increasingly held by government-security-only money funds Thus we will be watching the evolving structure of funding marketssely this yearExhibit 3 is just our normal heat map To wrap up the last exhibit summarizes our current assessment of the major vulnerabilities in the us financial system We raised our assessment of valuation pressures to “notable” indicated in orange from “moderate” shown in yellow Leverage in the nonfinancial sector remains moderate The risky end of the business spectrum remains quite leveraged even though the pace of borrowing there appears to have slowed or even reversed Financial-sector leverage remains low Finally the successful implementation of money market fund reforms against the backdrop of a banking sector that is holding large liquidity buffers and the continued gradual decline in the ratio of runnable liabilities to gdp led us to mark down our assessment of vulnerability in this sector to “low” or green Thank you,Thanks Steve My materials are in the last of your package “Material for Briefing on Financial Stability Developments”My briefing is going to summarize our recent QS assessment of the stability of theUS financial system and unlike David and Steve I do have a few changes to report Our last assessment in fairness was three months ago in October 2016 and since then we’ve seen a step-up in valuation pressures for risky assets But money fund reform can be chalked up as a big step in the right direction although as I’ll describe later that story doesn’t seem quite over yet On balance our assessment is that vulnerabilities overall remain at a moderate levelI’ll start by reviewing asset valuations Following the election in November Treasury yields rose sharply Yields on corporate bonds also rose but not as much leaving spreads tighter As shown by the black line in the upper-left chart spreads on high-yield bonds have returned to their post-crisis lows In addition as shown by the red line far-forward spreads were part of the decline suggesting an increase in risk appetite although these far-term spreads remain above the low levels reached in 2013 and 2014Stock prices—not shown—also rose following the election And as shown to the right this rise was accompanied by a significant decline in equity market volatility implied by options prices Realized volatility has been low of late—as Simon noted a two-year low—but the low level of the VIX is a little hard to understand in light of the uncertainty regarding the anticipated tax and regulatory changes to which market participants attribute some of the run-up in equity valuesIn the middle of the exhibit I show valuation measures for both commercial and residential real estate To the left I show the spread between the ratio of a commercial property’s income to its price—known as a capitalization rate—and Treasury yields While the levels of cap rates—which aren’t shown—have been extremely low in recent years their spreads over yields on Treasury securities had been in a more normal range However the rise in Treasury yields combined with further declines in capitalization rates have pushed these spreads to post-crisis lows To the right I show a related valuation measure for residential properties—the price– rent ratio This ratio now stands just a little above our estimate of its long-run trend suggesting the emergence of some valuation pressureTaken together asset valuations across a number of sectors stand above their historical averages and with the recent narrowing of corporate spreads no major asset class appears to be at present without some signs of upward valuation pressures Accordingly we raised our judgmental assessment to “notable” from “moderate” I should emphasize that this configuration is neither unusual nor in itself cause for particular concern It does mean that we are focusing more on the leverage in the system both among financial intermediaries and the general nonfinancial sector The same risk appetite that’s fueling valuations now could4 The materials used by Mr Lehnert are appended to this transcript (appendix 4)eventually lead to increased leverage And leverage in turn could amplify falls in asset prices whether triggered from a reversal in risk sentiment or a shock to fundamentalsOur most recent readings on financial leverage however show that if anything it has declined As shown in the bottom left common equity ratios increased for allUS banks following the financial crisis and remain at these higher levels The largest of these banks saw a modest further increase in their capital ratios last year The panel to the right shows a market-based measure related to leverage—the largest banks’ price-to-book ratios These had been depressed raising concerns about the future ability of the sector to attract capital However because the stock price increases following the election were particularly pronounced among banks there has been a notable increase in price-to-book ratios I should also note that among unregulated entities such as hedge funds our best information also indicates that leverage isn’t increasingThe next exhibit considers nonfinancial-sector leverage Here leverage also appears to have ebbed somewhat As shown in the top-left panel the inflation- adjusted total stock of risky debt outstanding—defined as high-yield bonds plus leveraged loans—contracted on net in 2016 the first such decline since 2011Nonetheless the rapid pace of debt growth through 2015 has left the business sector particularly leveraged The panel to the right shows gross leverage among firms generally the black line and the 75th percentile of the distribution the red lineWhile leverage may have stopped increasing it stands at historically high levels suggesting that the sector is quite exposed to negative earnings shocksThe panel in the middle puts the stock of debt owed by businesses and households in a longer-run perspective by plotting the gap between the ratio of the stock of debt to gdp and an estimate of its trend The credit gap for businesses the red line is positive reinforcing the view that business debt is a bit on the high side By contrast the same measure for households the black line remains deeply negative as post- crisis households have continued to deleverage While estimating a trend in the ratio of household debt to gdp is fraught with obvious difficulties a number of plausible alternatives also suggest that household debt is not elevated On balance the aggregate credit-to-GDP ratio gap remains solidly negative suggesting that in the aggregate private nonfinancial debt is not yet excessiveThe last two panels discuss developments related to money market mutual funds Short-term funding markets functioned smoothly last year ahead of the mid-October reform implementation deadline The new regulations’ floating NAV feature has likely reduced the first-mover advantage inherent in these structures lowering their run risk In all roughly $1 trillion flowed out of prime funds and into government- only funds As a result we judge that the primary vulnerability associated with liquidity and maturity transformation—that of a self-fulfilling run—is lower than in the last assessment and now stands below its long-run averageThe table in the bottom left shows the composition of money funds’ assets in the first half of 2015 before preparations for the reforms by funds and investors began in earnest and at the end of 2016 following their implementation The sum of government prime and tax-exempt money funds outstanding—shown as the total in line 5—was essentially unchanged at about $3 trillion However the mix of assets these funds hold did change Line 1 shows that money funds’ direct holdings of Treasury and agency securities and overnight reverse repo with the Federal Reserve climbed about $850 billion to nearly $2 trillion although some of this increase reflects the year-end flows into the on facility that Simon and Lorie talked about earlier Lines 2 3 and 4 describe shifts in assets with counterparties other than the federal government—roughly speaking the funding of private entities like banks Line 2 shows funds’ holdings of negotiable CDs and commercial paper which fell from about $1 trillion to $300 billion Line 3 shows funds’ holdings of repurchase agreements with banks and other private entities much of which of course is collateralized by Treasury and agency securities These rose modestly Line 4 shows a residual category that includes a grab bag of securities including some issued by state and local governments These fell by about halfWhile the overall risk of a run—either on the funds or by the funds—may be lower now than in many years this good news comes with a couple of important caveats discussed to the right The outstanding amounts of commercial paper and CDs have fallen less than the big drops in funds’ holdings of such securities On the basis of available data and conversations with market participants we believe these instruments are currently being held in less fragile structures but the configuration of funding markets is likely still evolving The net effect of money market fund regulations on financial stability depends on whether alternative investment vehicles with structures and fragilities that echo those of money funds—and which we are less able to monitor—grow in popularity In addition financial institutions have replaced some funding lost by money funds with Federal Home Loan Bank or FHLB advances FHLBs themselves engage in some maturity transformation and their liabilities are increasingly held by government-security-only money funds Thus we will be watching the evolving structure of funding marketssely this yearExhibit 3 is just our normal heat map To wrap up the last exhibit summarizes our current assessment of the major vulnerabilities in the us financial system We raised our assessment of valuation pressures to “notable” indicated in orange from “moderate” shown in yellow Leverage in the nonfinancial sector remains moderate The risky end of the business spectrum remains quite leveraged even though the pace of borrowing there appears to have slowed or even reversed Financial-sector leverage remains low Finally the successful implementation of money market fund reforms against the backdrop of a banking sector that is holding large liquidity buffers and the continued gradual decline in the ratio of runnable liabilities to gdp led us to mark down our assessment of vulnerability in this sector to “low” or green Thank you,20170201
106,CHAIR YELLEN,CHAIR YELLEN Thank you The floor is open for questions for any of our presentersPresident Kaplan,Thank you The floor is open for questions for any of our presentersPresident Kaplan,20170201
107,MR KAPLAN,MR KAPLAN Steve can I go back to this border tax in box 10? I just want to make sure I understand it The reason in the border-tax case why exports go up—are you assuming implicitly that us exporters will be able to lower their prices to be more competitive overseas?,Steve can I go back to this border tax in box 10? I just want to make sure I understand it The reason in the border-tax case why exports go up—are you assuming implicitly that us exporters will be able to lower their prices to be more competitive overseas?,20170201
108,MR KAMIN,MR KAMIN Yes that is indeed the assumption because the export subsidy that is basically implied by the corporate tax system lowers their cost and thus allows them to—,Yes that is indeed the assumption because the export subsidy that is basically implied by the corporate tax system lowers their cost and thus allows them to—,20170201
109,MR KAPLAN,MR KAPLAN Do you think they will pass it on in prices which means they will sellmore?,Do you think they will pass it on in prices which means they will sellmore?,20170201
110,MR KAMIN,MR KAMIN Yes exactly So they can pass it on and they can sell more,Yes exactly So they can pass it on and they can sell more,20170201
111,MR KAPLAN,MR KAPLAN And that won’t be offset in your judgment by the appreciation of thedollar?,And that won’t be offset in your judgment by the appreciation of thedollar?,20170201
112,MR KAMIN,MR KAMIN It’s partially offset ,It’s partially offset,20170201
113,MR KAPLAN,MR KAPLAN But not completely,But not completely,20170201
114,MR KAMIN,MR KAMIN But it’s not completely offset,But it’s not completely offset,20170201
115,MR KAPLAN,MR KAPLAN And then the reason in the tariff case that exports decline is—,And then the reason in the tariff case that exports decline is—,20170201
116,MR KAMIN,MR KAMIN Is because in the tariff case there is no export subsidy There is only the imposition of the tariff But the tariff by basically raising real gdp and inflation and improving the trade balance leads to a rise in the dollar,Is because in the tariff case there is no export subsidy There is only the imposition of the tariff But the tariff by basically raising real gdp and inflation and improving the trade balance leads to a rise in the dollar,20170201
117,MR KAPLAN,MR KAPLAN I see,I see,20170201
118,MR KAMIN,MR KAMIN That rise in the dollar depresses exports ,That rise in the dollar depresses exports,20170201
119,MR KAPLAN,MR KAPLAN Got it Okay thank you,Got it Okay thank you,20170201
120,CHAIR YELLEN,CHAIR YELLEN President Bullard,President Bullard,20170201
121,MR BULLARD,MR BULLARD Just to follow up on that am I to understand these charts to show that the dollar does not immediately respond? But if it did immediately respond and in proportion the blue lines would show no change for instance in real GDP?,Just to follow up on that am I to understand these charts to show that the dollar does not immediately respond? But if it did immediately respond and in proportion the blue lines would show no change for instance in real GDP?,20170201
122,MR KAMIN,MR KAMIN First as shown in panel 15 the dollar does immediately respond ,First as shown in panel 15 the dollar does immediately respond,20170201
123,MR BULLARD,MR BULLARD But it doesn’t increase enough,But it doesn’t increase enough,20170201
124,MR KAMIN,MR KAMIN Exactly If it did increase fully to offset the border adjustment tax and if there weren’t some other rigidities that happen to be built into our system—it takes time for trade to adjust there is some time involved in producers changing prices and so on If those rigidities were not present and if the dollar went the full amount then you would get no change in the macroeconomic variables And that was the argument that was made by various economists in blogs and newspaper articles and whatnot,Exactly If it did increase fully to offset the border adjustment tax and if there weren’t some other rigidities that happen to be built into our system—it takes time for trade to adjust there is some time involved in producers changing prices and so on If those rigidities were not present and if the dollar went the full amount then you would get no change in the macroeconomic variables And that was the argument that was made by various economists in blogs and newspaper articles and whatnot,20170201
125,MR BULLARD,MR BULLARD Okay So these are pictures of the rigidities that you think are prevalent in the world that would prevent the theoretical adjustment from occurring,Okay So these are pictures of the rigidities that you think are prevalent in the world that would prevent the theoretical adjustment from occurring,20170201
126,MR KAMIN,MR KAMIN Yes Well let’s put it this way The model incorporates rigidities and other factors that we think would prevent the adjustment that would take place in a perfect foresight general equilibrium flex-price solution,Yes Well let’s put it this way The model incorporates rigidities and other factors that we think would prevent the adjustment that would take place in a perfect foresight general equilibrium flex-price solution,20170201
127,MR POTTER,MR POTTER But it has some factors in it as well that— ,But it has some factors in it as well that—,20170201
128,MR KAMIN,MR KAMIN What’s that?,What’s that?,20170201
129,MR POTTER,MR POTTER —oil is priced in dollars things like that,—oil is priced in dollars things like that,20170201
130,MR KAMIN,MR KAMIN There are some factors like that In our model as I have discussed with our modelers some of those factors aren’t built in But let me pick up on Simon’s point In rarified models in which the dollar immediately jumps the full amount of the border adjustment tax so there are no changes in any macro variables that change in the dollar by itself introducesvery substantial wealth effects and very substantial balance sheet effects that indeed might be expected to affect economic activityNow those particular financial effects are not actually built into our general equilibrium model anyway I suppose they could be That would require some fairly advanced modeling of the kind that we are developing and that would be another reason why you wouldn’t get the instant jump to what’s basically a steady state with an unchanged macroeconomy In our case we generate that through other rigidities but it is also true that changes in the dollar alone can generate financial effects that would again prevent adjustment immediately in the way that some fiscal economists have suggested,There are some factors like that In our model as I have discussed with our modelers some of those factors aren’t built in But let me pick up on Simon’s point In rarified models in which the dollar immediately jumps the full amount of the border adjustment tax so there are no changes in any macro variables that change in the dollar by itself introducesvery substantial wealth effects and very substantial balance sheet effects that indeed might be expected to affect economic activityNow those particular financial effects are not actually built into our general equilibrium model anyway I suppose they could be That would require some fairly advanced modeling of the kind that we are developing and that would be another reason why you wouldn’t get the instant jump to what’s basically a steady state with an unchanged macroeconomy In our case we generate that through other rigidities but it is also true that changes in the dollar alone can generate financial effects that would again prevent adjustment immediately in the way that some fiscal economists have suggested,20170201
131,MR BULLARD,MR BULLARD Okay And just to be clear now you’ve got no reaction of foreign economies to the imposition of a border tax here So if they react in a certain symmetric way or something could that offset what’s shown in these pictures?,Okay And just to be clear now you’ve got no reaction of foreign economies to the imposition of a border tax here So if they react in a certain symmetric way or something could that offset what’s shown in these pictures?,20170201
